threshold,precision,recall,f1,predicted_positive_rate
0.7700000000000001,0.8091603053435115,0.8268330733229329,0.8179012345679012,0.17397078353253653
0.7800000000000001,0.8205928237129485,0.8205928237129485,0.8205928237129485,0.1702523240371846
0.7900000000000001,0.8293460925039873,0.8112324492979719,0.8201892744479495,0.16653386454183267
0.8000000000000002,0.8349514563106796,0.8049921996879875,0.8196981731532963,0.1641434262948207
0.8100000000000002,0.8426229508196721,0.8018720748829953,0.8217426059152678,0.16201859229747675
0.8200000000000002,0.8474295190713101,0.797191887675507,0.8215434083601286,0.1601593625498008
0.8300000000000002,0.8544839255499154,0.7878315132605305,0.8198051948051948,0.15697211155378485
0.8400000000000002,0.8633217993079585,0.7784711388455539,0.8187038556193601,0.15351925630810093
0.8500000000000002,0.868421052631579,0.7722308892355694,0.8175061932287366,0.15139442231075698
0.8600000000000002,0.8779174147217235,0.7628705148205929,0.8163606010016694,0.14794156706507305
0.8700000000000001,0.8811700182815356,0.7519500780031201,0.8114478114478114,0.14528552456839308
0.8800000000000001,0.8917910447761194,0.7457098283931357,0.8122344944774851,0.14236387782204515
0.8900000000000001,0.8971428571428571,0.734789391575663,0.8078902229845626,0.1394422310756972
0.9000000000000001,0.9046692607003891,0.7254290171606864,0.8051948051948052,0.13652058432934927
0.9100000000000001,0.9123505976095617,0.7145085803432137,0.8013998250218722,0.13333333333333333
0.9200000000000002,0.9221311475409836,0.7020280811232449,0.7971656333038086,0.1296148738379814
0.9300000000000002,0.9311064718162839,0.6957878315132605,0.7964285714285714,0.12722443559096946
0.9400000000000002,0.9437229437229437,0.6801872074882995,0.7905711695376246,0.12270916334661354
0.9500000000000002,0.9592760180995475,0.6614664586583463,0.7830101569713758,0.11739707835325365
