model,features,best_threshold,valid_roc_auc,valid_pr_auc,valid_f1,valid_precision,valid_recall,valid_event_rate,test_roc_auc,test_pr_auc,test_f1,test_precision,test_recall,test_event_rate,test_top_5pct_event_rate,test_top_10pct_event_rate,test_top_20pct_event_rate,test_top_5pct_lift,test_top_10pct_lift,test_top_20pct_lift
price_only,35,0.8100000000000002,0.9668751410747851,0.9102332615200587,0.8217426059152678,0.8426229508196721,0.8018720748829953,0.1702523240371846,0.9744288409138545,0.886557952229381,0.823076923076923,0.823076923076923,0.823076923076923,0.06615776081424936,0.9285714285714286,0.5867346938775511,0.31297709923664124,14.035714285714286,8.868720565149138,4.730769230769232
price_plus_news,213,0.6500000000000001,0.9649526009511096,0.9072586645402447,0.8142857142857143,0.8066037735849056,0.8221153846153846,0.184070796460177,0.9718297002227335,0.8879165875062993,0.8118811881188119,0.82,0.803921568627451,0.08673469387755102,0.9827586206896551,0.7350427350427351,0.4127659574468085,11.330628803245435,8.474610356963298,4.758948685857321
