threshold,precision,recall,f1,predicted_positive_rate
0.7700000000000001,0.8563685636856369,0.7596153846153846,0.8050955414012739,0.16327433628318583
0.7800000000000001,0.8583106267029973,0.7572115384615384,0.8045977011494253,0.16238938053097346
0.7900000000000001,0.8602739726027397,0.7548076923076923,0.8040973111395646,0.16150442477876106
0.8000000000000002,0.8670360110803325,0.7524038461538461,0.8056628056628057,0.15973451327433627
0.8100000000000002,0.8711484593837535,0.7475961538461539,0.8046571798188874,0.1579646017699115
0.8200000000000002,0.8757062146892656,0.7451923076923077,0.8051948051948052,0.15663716814159293
0.8300000000000002,0.882183908045977,0.7379807692307693,0.8036649214659686,0.15398230088495576
0.8400000000000002,0.8837209302325582,0.7307692307692307,0.8,0.15221238938053097
0.8500000000000002,0.887240356083086,0.71875,0.7941567065073041,0.1491150442477876
0.8600000000000002,0.8922155688622755,0.7163461538461539,0.7946666666666666,0.14778761061946902
0.8700000000000001,0.8996960486322189,0.7115384615384616,0.7946308724832215,0.14557522123893804
0.8800000000000001,0.9099378881987578,0.7043269230769231,0.7940379403794038,0.1424778761061947
0.8900000000000001,0.9142857142857143,0.6923076923076923,0.7879616963064295,0.13938053097345132
0.9000000000000001,0.9283387622149837,0.6850961538461539,0.7883817427385892,0.13584070796460176
0.9100000000000001,0.9425675675675675,0.6706730769230769,0.7837078651685393,0.13097345132743363
0.9200000000000002,0.954225352112676,0.6514423076923077,0.7742857142857142,0.1256637168141593
0.9300000000000002,0.9563636363636364,0.6322115384615384,0.7612156295224313,0.12168141592920353
0.9400000000000002,0.9588014981273408,0.6153846153846154,0.7496339677891655,0.11814159292035398
0.9500000000000002,0.9689922480620154,0.6009615384615384,0.7418397626112759,0.11415929203539824
