ticker,date,text,source,url,news_status
INTC,2026-05-08,"Why Joby Aviation Stock Soared 11.3% Last Month and Is Rocketing Higher in May. Following its rally in April, Joby served up Q1 sales data this month that has investors excited",Yahoo,https://finnhub.io/api/news?id=15d4fd229495ca8fc564ebe3ffe4cf3388de2cba1d46a72996bba416bfd28e24,supabase
INTC,2026-05-08,Rocket Lab Just Signed the Biggest Launch Contract in the Company's History. But Is the Stock a Buy in 2026?. Rocket Lab may be positioned to break even by next year,Yahoo,https://finnhub.io/api/news?id=44e93a92bcb54c81d8121f3d999b650ccc23cd432873d125175f31e705769367,supabase
INTC,2026-05-08,"In Rush to Buy CPUs, Intel Won’t Be the Only Winner. The rise of AI agents is swinging attention back to the main brain of data-center computing, the CPU",Yahoo,https://finnhub.io/api/news?id=3c0b295b29393d34fe9a241ba2fe11f3e2cb0a9493d8e4540362b44cc11930e9,supabase
INTC,2026-05-08,Want SpaceX Stock Before the IPO? These 3 Plays Give You a Back Door In.. These companies have what investors want,Yahoo,https://finnhub.io/api/news?id=b837a77e6451406c373c0cd70e1c6a16eb10648a73279231791f4d050c6e90be,supabase
INTC,2026-05-08,"Review & Preview: Still Going Strong. REVIEW PREVIEW NEWSLETTER Broken Record. We’re running out of superlatives for this market. The S&P 500 and Nasdaq Composite closed Friday at new highs once again. It’s their 15 and 11th record closes of the year, respectively",Yahoo,https://finnhub.io/api/news?id=8ae3f75ab8f14c20f98d952f7e69e157d1aabe25bf06f5f85bb300b720787aba,supabase
INTC,2026-05-08,"Why Innodata Stock Doubled Today (Yes, Really!). Innodata just posted its best quarter ever. Here's why Wall Street is suddenly paying attention",Yahoo,https://finnhub.io/api/news?id=227898e9b870e0c7004a1b98811d203adbec8a226c512576ee7fc55e73569cda,supabase
INTC,2026-05-08,"Intel Could Be Moving Closer to an Apple Partnership—and Its Stock Is Racing Higher. Shares of Intel jumped in Friday trading, pushed higher by reports that the company was moving closer to landing a deal to make chips for a Magnificent 7 client",Yahoo,https://finnhub.io/api/news?id=006efe50cbccf0bb0e671309e98771eb9c00b42b71a9d97c3b954fd8c25fa540,supabase
INTC,2026-05-08,"Why the Gap Between Chip and Software Stocks Keeps Getting Wider. Investors can’t get enough of Nvidia, AMD, Intel, and Micron as earnings season widens the divide between chip and software stocks",Yahoo,https://finnhub.io/api/news?id=f5b59192f2bdf7dfc4d1c581c7d219fe114f3b954432f75760ff9d4dec789c3c,supabase
INTC,2026-05-08,Palantir Just Crushed Earnings. So Why Is the Stock Down?. The business fundamentals and valuation are slowly converging on each other,Yahoo,https://finnhub.io/api/news?id=19d6c786c61023e45d1dc36a3bdd702a41626a863aaae14b2044b943f203a3f6,supabase
INTC,2026-05-08,Looking for the most active stocks in the S&P500 index on Friday?. Stay informed about the most active S&P500 stocks in today's session as we take a closer look at what's happening on the US markets on Friday. Discover the stocks that are generating the highest trading volume and driving market activity,ChartMill,https://finnhub.io/api/news?id=e41391406e87f20fc1c96bcc5b51bb9730fd30c9634f118df1cdb77482748215,supabase
INTC,2026-05-08,"Stock Market Today, May 8: Nasdaq Gains 1.7% on AI Demand and Strong Jobs Data. Today, May 8, 2026, resilient job data combined with AI and tech strength to push the Nasdaq to fresh highs",Yahoo,https://finnhub.io/api/news?id=5d3c5bddd4f5b9f567b5913d6bf5881ed0df75a1eea6c63fc066a044579b0e1c,supabase
INTC,2026-05-08,"Why Dutch Bros Stock Ascended by Nearly 14% in April. A clutch of analysts weighed in with new, bullish takes on the coffee shop operator",Yahoo,https://finnhub.io/api/news?id=d968b2d5e06f82991f0b800cc9fc13adb53f738114de8ab0b7d6f334acf31e60,supabase
INTC,2026-05-08,Better Than Intuitive Surgical? 1 Under-the-Radar Healthcare Stock to Buy and Hold Forever. Intuitive Surgical's success hints that this competitor could have more growth potential than investors think,Yahoo,https://finnhub.io/api/news?id=32a349520d948bffa3b6c032274fdc5e9a4395b12629ac604a94cf42c4bcec2e,supabase
INTC,2026-05-08,Intel Stock Hits All-Time High After Preliminary Chip Deal With Apple. A preliminary Apple-Intel manufacturing agreement—backed by a White House push—sent Intel stock above $130 on Friday,Yahoo,https://finnhub.io/api/news?id=cbeaa9addef234f7b80e73ffc2bb7a2dee3312457e06b18c004c48076efd9f95,supabase
INTC,2026-05-08,"Intel Apple Chip Deal Puts Foundry Ambitions And Risks In Focus. Intel (NasdaqGS:INTC) and Apple reached a preliminary agreement for Intel to manufacture chips for Apple. The agreement marks a breakthrough for Intel's foundry effort and involves active support from the White House. The deal highlights U.S. based chipmaking as an alternative to supply chains centered on Taiwan Semiconductor Manufacturing. Intel, traded as NasdaqGS:INTC, has been working to build a contract chip manufacturing business alongside its own processor lines. Apple is one of the",Yahoo,https://finnhub.io/api/news?id=ef7e441b3159ee4b611333a8a7c2b5bc2d44f4621dacc92aba1f11c0283b9ff7,supabase
INTC,2026-05-08,Shell's CEO Says the Oil Market Is Short 1 Billion Barrels and Getting Worse. Here's What Investors Should Do Now.. The world is facing a growing oil supply shortfall,Yahoo,https://finnhub.io/api/news?id=f4dd4cedb25f8534f5664667c8000e8ef140c3d264ceef545a3a0fab7cbb2f17,supabase
