date,ticker,open,high,low,close,adj_close,volume
2025-05-09,QCOM,145.66000366210938,146.97999572753906,144.60000610351562,145.17999267578125,141.856201171875,6217100
2025-05-12,QCOM,154.0800018310547,154.36000061035156,149.8300018310547,152.1199951171875,148.6373291015625,11414600
2025-05-13,QCOM,152.00999450683594,153.2899932861328,150.9600067138672,151.33999633789062,147.8751983642578,10160900
2025-05-14,QCOM,151.92999267578125,153.27000427246094,150.42999267578125,152.97999572753906,149.47764587402344,6971200
2025-05-15,QCOM,151.7100067138672,153.38999938964844,150.17999267578125,152.61000061035156,149.11611938476562,6941200
2025-05-16,QCOM,152.8699951171875,153.05999755859375,151.3000030517578,152.5,149.00863647460938,6668000
2025-05-19,QCOM,150.5500030517578,153.82000732421875,150.11000061035156,153.6999969482422,150.18115234375,7241100
2025-05-20,QCOM,153.0399932861328,153.88999938964844,151.92999267578125,153.82000732421875,150.2984161376953,5269500
2025-05-21,QCOM,153.5800018310547,156.1300048828125,150.8300018310547,151.30999755859375,147.84585571289062,9684500
2025-05-22,QCOM,151.38999938964844,151.5800018310547,147.22000122070312,147.3699951171875,143.99607849121094,9539100
2025-05-23,QCOM,143.4199981689453,146.49000549316406,141.77000427246094,145.3800048828125,142.05165100097656,8994600
2025-05-27,QCOM,147.5500030517578,149.35000610351562,146.42999267578125,148.6300048828125,145.2272491455078,9788800
2025-05-28,QCOM,148.82000732421875,149.49000549316406,147.36000061035156,147.60000610351562,144.2208251953125,7032300
2025-05-29,QCOM,149.86000061035156,150.5,147.24000549316406,148.33999633789062,144.94386291503906,5980700
2025-05-30,QCOM,148.0,148.02000427246094,143.47999572753906,145.1999969482422,141.87576293945312,13755600
2025-06-02,QCOM,144.8000030517578,147.2100067138672,144.47999572753906,146.6300048828125,143.27304077148438,6419500
2025-06-03,QCOM,146.7100067138672,149.77999877929688,145.50999450683594,148.94000244140625,145.5301513671875,6164100
2025-06-04,QCOM,150.0,150.0500030517578,147.3800048828125,149.0500030517578,145.6376190185547,7143800
2025-06-05,QCOM,148.8000030517578,150.0800018310547,147.0,147.55999755859375,145.04782104492188,5605500
2025-06-06,QCOM,149.8000030517578,150.58999633789062,149.0500030517578,149.24000549316406,146.69923400878906,5794700
2025-06-09,QCOM,151.80999755859375,156.1199951171875,151.1699981689453,155.41000366210938,152.76419067382812,10589400
2025-06-10,QCOM,156.19000244140625,159.50999450683594,155.07000732421875,159.1300048828125,156.4208526611328,9068400
2025-06-11,QCOM,160.0,162.13999938964844,157.6999969482422,159.47999572753906,156.764892578125,8859900
2025-06-12,QCOM,159.0,159.61000061035156,157.9499969482422,158.6999969482422,155.99815368652344,5689400
2025-06-13,QCOM,156.33999633789062,157.1699981689453,154.44000244140625,154.72000122070312,152.0859375,8446400
2025-06-16,QCOM,157.02999877929688,158.4499969482422,155.63999938964844,156.8699951171875,154.19932556152344,8686300
2025-06-17,QCOM,156.64999389648438,157.5800018310547,154.38999938964844,154.4600067138672,151.8303680419922,7146900
2025-06-18,QCOM,155.0,156.10000610351562,153.14999389648438,153.6300048828125,151.01449584960938,6708700
2025-06-20,QCOM,154.22999572753906,155.1199951171875,150.6300048828125,151.32000732421875,148.7438201904297,15501900
