date,ticker,open,high,low,close,adj_close,volume
2025-05-08,NFE,6.119999885559082,6.284999847412109,5.940000057220459,6.130000114440918,6.130000114440918,4175800
2025-05-09,NFE,6.25,6.364999771118164,6.085000038146973,6.320000171661377,6.320000171661377,4023200
2025-05-12,NFE,7.21999979019165,7.364999771118164,6.644999980926514,6.860000133514404,6.860000133514404,7840800
2025-05-13,NFE,6.980000019073486,7.324999809265137,6.795000076293945,7.050000190734863,7.050000190734863,6371600
2025-05-14,NFE,6.829999923706055,6.860000133514404,6.40500020980835,6.78000020980835,6.78000020980835,10069300
2025-05-15,NFE,4.179999828338623,4.260000228881836,2.319999933242798,2.509999990463257,2.509999990463257,92121100
2025-05-16,NFE,2.5999999046325684,2.6600000858306885,2.259999990463257,2.6600000858306885,2.6600000858306885,40602400
2025-05-19,NFE,2.6549999713897705,3.319999933242798,2.5999999046325684,3.2899999618530273,3.2899999618530273,30921500
2025-05-20,NFE,3.4000000953674316,3.4700000286102295,2.9519999027252197,3.059999942779541,3.059999942779541,18012700
2025-05-21,NFE,2.819999933242798,2.819999933242798,2.565000057220459,2.609999895095825,2.609999895095825,19157800
2025-05-22,NFE,2.5999999046325684,2.884999990463257,2.5199999809265137,2.805000066757202,2.805000066757202,10611900
2025-05-23,NFE,2.7100000381469727,2.8399999141693115,2.690000057220459,2.7799999713897705,2.7799999713897705,6175000
2025-05-27,NFE,2.819999933242798,2.944999933242798,2.6500000953674316,2.7899999618530273,2.7899999618530273,12338300
2025-05-28,NFE,2.7899999618530273,2.859999895095825,2.7200000286102295,2.8299999237060547,2.8299999237060547,5395500
2025-05-29,NFE,2.8399999141693115,2.8499999046325684,2.5799999237060547,2.6500000953674316,2.6500000953674316,8092900
2025-05-30,NFE,2.619999885559082,2.628999948501587,2.4700000286102295,2.490000009536743,2.490000009536743,9800900
2025-06-02,NFE,2.5,2.6700000762939453,2.434999942779541,2.549999952316284,2.549999952316284,5871600
2025-06-03,NFE,2.549999952316284,2.9000000953674316,2.4800000190734863,2.759999990463257,2.759999990463257,8892400
2025-06-04,NFE,2.759999990463257,3.2300000190734863,2.759999990463257,3.0999999046325684,3.0999999046325684,10474200
2025-06-05,NFE,3.140000104904175,3.1549999713897705,2.924999952316284,2.9700000286102295,2.9700000286102295,5453200
